"","Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day"
"579","WM1-1",22,3,0.106166666666667,0.106166666666667,"X3",0.0118333333333333,"PD2",2
"580","WM1-1",22,3,0.106166666666667,0.106166666666667,"X4",0.0138333333333333,"PD2",2
"581","WM1-1",22,3,0.106166666666667,0.106166666666667,"X5",0.0138333333333333,"PD2",2
"582","WM1-1",22,3,0.106166666666667,0.106166666666667,"X6",0.0138333333333333,"PD2",2
"583","WM1-1",22,3,0.106166666666667,0.106166666666667,"X7",0.0118333333333333,"PD2+Ca",2
"584","WM1-1",22,3,0.106166666666667,0.106166666666667,"X8",0.0118333333333333,"PD2+Ca",2
"585","WM1-1",22,3,0.106166666666667,0.106166666666667,"X9",0.0118333333333333,"PD2+Ca",2
"586","WM1-1",22,3,0.106166666666667,0.106166666666667,"X10",0.0118333333333333,"PD2+Ca",2
"587","WM1-1",22,3,0.106166666666667,0.106166666666667,"X11",0.0108333333333333,"PD2+Ca",2
"588","WM1-1",22,3,0.106166666666667,0.106166666666667,"X12",0.00983333333333335,"PD2+Ca",2
"589","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X1",0.0628333333333334,"PD2",2
"590","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X2",0.0638333333333334,"PD2",2
"591","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X3",0.0638333333333334,"PD2",2
"592","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X4",0.0648333333333334,"PD2",2
"593","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X5",0.0658333333333333,"PD2",2
"594","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X6",0.0638333333333334,"PD2",2
"595","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X7",0.0498333333333333,"PD2+Ca",2
"596","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X8",0.0498333333333333,"PD2+Ca",2
"597","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X9",0.0518333333333333,"PD2+Ca",2
"598","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X10",0.0528333333333333,"PD2+Ca",2
"599","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X11",0.0488333333333333,"PD2+Ca",2
"600","B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X12",0.0478333333333333,"PD2+Ca",2
"601","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X1",0.0178333333333333,"PD2",2
"602","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X2",0.0198333333333333,"PD2",2
"603","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X3",0.0238333333333333,"PD2",2
"604","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X4",0.0208333333333333,"PD2",2
"605","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X5",0.0218333333333333,"PD2",2
"606","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X6",0.0238333333333333,"PD2",2
"607","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X7",0.0218333333333333,"PD2+Ca",2
"608","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X8",0.0238333333333333,"PD2+Ca",2
"609","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X9",0.0238333333333333,"PD2+Ca",2
"610","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X10",0.0208333333333333,"PD2+Ca",2
"611","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X11",0.0198333333333333,"PD2+Ca",2
"612","TemeculaL",24,3,0.106166666666667,0.106166666666667,"X12",0.0188333333333333,"PD2+Ca",2
"613","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X1",0.0908333333333333,"PD2",2
"614","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X2",0.0898333333333333,"PD2",2
"615","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X3",0.0928333333333334,"PD2",2
"616","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X4",0.0858333333333333,"PD2",2
"617","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X5",0.0998333333333333,"PD2",2
"618","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X6",0.111833333333333,"PD2",2
"619","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X7",0.117833333333333,"PD2+Ca",2
"620","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X8",0.118833333333333,"PD2+Ca",2
"621","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X9",0.118833333333333,"PD2+Ca",2
"622","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X10",0.114833333333333,"PD2+Ca",2
"623","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X11",0.105833333333333,"PD2+Ca",2
"624","IVIA53872",25,3,0.106166666666667,0.106166666666667,"X12",0.107833333333333,"PD2+Ca",2
"625","XF3348",26,3,0.106166666666667,0.106166666666667,"X1",0.0168333333333333,"PD2",2
"626","XF3348",26,3,0.106166666666667,0.106166666666667,"X2",0.0268333333333333,"PD2",2
"627","XF3348",26,3,0.106166666666667,0.106166666666667,"X3",0.0258333333333333,"PD2",2
"628","XF3348",26,3,0.106166666666667,0.106166666666667,"X4",0.0358333333333333,"PD2",2
"629","XF3348",26,3,0.106166666666667,0.106166666666667,"X5",0.0398333333333333,"PD2",2
"630","XF3348",26,3,0.106166666666667,0.106166666666667,"X6",0.0178333333333333,"PD2",2
"631","XF3348",26,3,0.106166666666667,0.106166666666667,"X7",0.0198333333333333,"PD2+Ca",2
"632","XF3348",26,3,0.106166666666667,0.106166666666667,"X8",0.0288333333333333,"PD2+Ca",2
"633","XF3348",26,3,0.106166666666667,0.106166666666667,"X9",0.0358333333333333,"PD2+Ca",2
"634","XF3348",26,3,0.106166666666667,0.106166666666667,"X10",0.0328333333333334,"PD2+Ca",2
"635","XF3348",26,3,0.106166666666667,0.106166666666667,"X11",0.0228333333333333,"PD2+Ca",2
"636","XF3348",26,3,0.106166666666667,0.106166666666667,"X12",0.0118333333333333,"PD2+Ca",2
"637","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X1",0.0138333333333333,"PD2",2
"638","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X2",0.0108333333333333,"PD2",2
"639","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X3",0.0108333333333333,"PD2",2
"640","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X4",0.0148333333333333,"PD2",2
"641","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X5",0.0108333333333333,"PD2",2
"642","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X6",0.0118333333333333,"PD2",2
"643","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X7",0.0108333333333333,"PD2+Ca",2
"644","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X8",0.00883333333333335,"PD2+Ca",2
"645","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X9",0.0108333333333333,"PD2+Ca",2
"646","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X10",0.0138333333333333,"PD2+Ca",2
"647","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X11",0.00883333333333335,"PD2+Ca",2
"648","IVIA5901",27,3,0.106166666666667,0.106166666666667,"X12",0.00883333333333335,"PD2+Ca",2
"649","WM1-1",2,1,0.107083333333333,0.108583333333333,"X1",0.00991666666666667,"PD2",3
"650","WM1-1",2,1,0.107083333333333,0.108583333333333,"X2",0.0219166666666667,"PD2",3
"651","WM1-1",2,1,0.107083333333333,0.108583333333333,"X3",0.0259166666666667,"PD2",3
"652","WM1-1",2,1,0.107083333333333,0.108583333333333,"X4",0.0299166666666667,"PD2",3
"653","WM1-1",2,1,0.107083333333333,0.108583333333333,"X5",0.0229166666666667,"PD2",3
"654","WM1-1",2,1,0.107083333333333,0.108583333333333,"X6",0.0259166666666667,"PD2",3
"655","WM1-1",2,1,0.107083333333333,0.108583333333333,"X7",0.00541666666666667,"PD2+Ca",3
"656","WM1-1",2,1,0.107083333333333,0.108583333333333,"X8",0.0184166666666667,"PD2+Ca",3
"657","WM1-1",2,1,0.107083333333333,0.108583333333333,"X9",0.0164166666666667,"PD2+Ca",3
"658","WM1-1",2,1,0.107083333333333,0.108583333333333,"X10",0.0114166666666667,"PD2+Ca",3
"659","WM1-1",2,1,0.107083333333333,0.108583333333333,"X11",0.00541666666666667,"PD2+Ca",3
"660","WM1-1",2,1,0.107083333333333,0.108583333333333,"X12",0.00441666666666667,"PD2+Ca",3
"661","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X1",0.0849166666666667,"PD2",3
"662","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X2",0.0999166666666667,"PD2",3
"663","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X3",0.108916666666667,"PD2",3
"664","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X4",0.113916666666667,"PD2",3
"665","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X5",0.122916666666667,"PD2",3
"666","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X6",0.128916666666667,"PD2",3
"667","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X7",0.0914166666666667,"PD2+Ca",3
"668","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X8",0.107416666666667,"PD2+Ca",3
"669","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X9",0.0924166666666667,"PD2+Ca",3
"670","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X10",0.0834166666666667,"PD2+Ca",3
"671","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X11",0.0824166666666667,"PD2+Ca",3
"672","B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X12",0.0594166666666667,"PD2+Ca",3
"673","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X1",0.0469166666666667,"PD2",3
"674","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X2",0.0659166666666667,"PD2",3
"675","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X3",0.0699166666666667,"PD2",3
"676","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X4",0.0719166666666667,"PD2",3
"677","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X5",0.0839166666666667,"PD2",3
"678","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X6",0.0799166666666667,"PD2",3
"679","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X7",0.0614166666666667,"PD2+Ca",3
"680","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X8",0.0584166666666667,"PD2+Ca",3
"681","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X9",0.0644166666666666,"PD2+Ca",3
"682","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X10",0.0554166666666667,"PD2+Ca",3
"683","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X11",0.0434166666666667,"PD2+Ca",3
"684","TemeculaL",4,1,0.107083333333333,0.108583333333333,"X12",0.0394166666666667,"PD2+Ca",3
"685","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X1",0.171916666666667,"PD2",3
"686","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X2",0.184916666666667,"PD2",3
"687","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X3",0.202916666666667,"PD2",3
"688","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X4",0.204916666666667,"PD2",3
"689","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X5",0.210916666666667,"PD2",3
"690","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X6",0.219916666666667,"PD2",3
"691","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X7",0.246416666666667,"PD2+Ca",3
"692","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X8",0.275416666666667,"PD2+Ca",3
"693","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X9",0.243416666666667,"PD2+Ca",3
"694","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X10",0.250416666666667,"PD2+Ca",3
"695","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X11",0.245416666666667,"PD2+Ca",3
"696","IVIA53872",5,1,0.107083333333333,0.108583333333333,"X12",0.203416666666667,"PD2+Ca",3
"697","XF3348",6,1,0.107083333333333,0.108583333333333,"X1",0.0349166666666667,"PD2",3
"698","XF3348",6,1,0.107083333333333,0.108583333333333,"X2",0.0539166666666667,"PD2",3
"699","XF3348",6,1,0.107083333333333,0.108583333333333,"X3",0.0569166666666667,"PD2",3
"700","XF3348",6,1,0.107083333333333,0.108583333333333,"X4",0.0779166666666667,"PD2",3
"701","XF3348",6,1,0.107083333333333,0.108583333333333,"X5",0.0579166666666667,"PD2",3
"702","XF3348",6,1,0.107083333333333,0.108583333333333,"X6",0.0769166666666667,"PD2",3
"703","XF3348",6,1,0.107083333333333,0.108583333333333,"X7",0.0584166666666667,"PD2+Ca",3
"704","XF3348",6,1,0.107083333333333,0.108583333333333,"X8",0.0574166666666667,"PD2+Ca",3
"705","XF3348",6,1,0.107083333333333,0.108583333333333,"X9",0.0724166666666667,"PD2+Ca",3
"706","XF3348",6,1,0.107083333333333,0.108583333333333,"X10",0.0444166666666667,"PD2+Ca",3
"707","XF3348",6,1,0.107083333333333,0.108583333333333,"X11",0.0324166666666666,"PD2+Ca",3
"708","XF3348",6,1,0.107083333333333,0.108583333333333,"X12",0.0264166666666667,"PD2+Ca",3
"709","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X1",0.0129166666666667,"PD2",3
"710","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X2",0.0359166666666667,"PD2",3
"711","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X3",0.0319166666666667,"PD2",3
"712","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X4",0.0379166666666667,"PD2",3
"713","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X5",0.0419166666666667,"PD2",3
"714","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X6",0.0409166666666667,"PD2",3
"715","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X7",0.0314166666666667,"PD2+Ca",3
"716","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X8",0.0304166666666667,"PD2+Ca",3
"717","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X9",0.0294166666666667,"PD2+Ca",3
"718","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X10",0.0184166666666667,"PD2+Ca",3
"719","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X11",0.0274166666666667,"PD2+Ca",3
"720","IVIA5901",7,1,0.107083333333333,0.108583333333333,"X12",0.0104166666666667,"PD2+Ca",3
"721","WM1-1",12,2,0.105583333333333,0.10475,"X1",0.0164166666666667,"PD2",3
"722","WM1-1",12,2,0.105583333333333,0.10475,"X2",0.0164166666666667,"PD2",3
"723","WM1-1",12,2,0.105583333333333,0.10475,"X3",0.0164166666666667,"PD2",3
"724","WM1-1",12,2,0.105583333333333,0.10475,"X4",0.0184166666666667,"PD2",3
"725","WM1-1",12,2,0.105583333333333,0.10475,"X5",0.0194166666666667,"PD2",3
"726","WM1-1",12,2,0.105583333333333,0.10475,"X6",0.0164166666666667,"PD2",3
"727","WM1-1",12,2,0.105583333333333,0.10475,"X7",0.01225,"PD2+Ca",3
"728","WM1-1",12,2,0.105583333333333,0.10475,"X8",0.01225,"PD2+Ca",3
"729","WM1-1",12,2,0.105583333333333,0.10475,"X9",0.01325,"PD2+Ca",3
"730","WM1-1",12,2,0.105583333333333,0.10475,"X10",0.01225,"PD2+Ca",3
"731","WM1-1",12,2,0.105583333333333,0.10475,"X11",0.01325,"PD2+Ca",3
"732","WM1-1",12,2,0.105583333333333,0.10475,"X12",0.01225,"PD2+Ca",3
"733","B3SN17.2",13,2,0.105583333333333,0.10475,"X1",0.0864166666666667,"PD2",3
"734","B3SN17.2",13,2,0.105583333333333,0.10475,"X2",0.0824166666666667,"PD2",3
"735","B3SN17.2",13,2,0.105583333333333,0.10475,"X3",0.0834166666666667,"PD2",3
"736","B3SN17.2",13,2,0.105583333333333,0.10475,"X4",0.0884166666666667,"PD2",3
"737","B3SN17.2",13,2,0.105583333333333,0.10475,"X5",0.0904166666666667,"PD2",3
"738","B3SN17.2",13,2,0.105583333333333,0.10475,"X6",0.0954166666666667,"PD2",3
"739","B3SN17.2",13,2,0.105583333333333,0.10475,"X7",0.06425,"PD2+Ca",3
"740","B3SN17.2",13,2,0.105583333333333,0.10475,"X8",0.06825,"PD2+Ca",3
"741","B3SN17.2",13,2,0.105583333333333,0.10475,"X9",0.06525,"PD2+Ca",3
"742","B3SN17.2",13,2,0.105583333333333,0.10475,"X10",0.06225,"PD2+Ca",3
"743","B3SN17.2",13,2,0.105583333333333,0.10475,"X11",0.06425,"PD2+Ca",3
"744","B3SN17.2",13,2,0.105583333333333,0.10475,"X12",0.06425,"PD2+Ca",3
"745","TemeculaL",14,2,0.105583333333333,0.10475,"X1",0.0474166666666667,"PD2",3
"746","TemeculaL",14,2,0.105583333333333,0.10475,"X2",0.0444166666666667,"PD2",3
"747","TemeculaL",14,2,0.105583333333333,0.10475,"X3",0.0514166666666667,"PD2",3
"748","TemeculaL",14,2,0.105583333333333,0.10475,"X4",0.0524166666666667,"PD2",3
"749","TemeculaL",14,2,0.105583333333333,0.10475,"X5",0.0564166666666667,"PD2",3
"750","TemeculaL",14,2,0.105583333333333,0.10475,"X6",0.0534166666666667,"PD2",3
"751","TemeculaL",14,2,0.105583333333333,0.10475,"X7",0.05025,"PD2+Ca",3
"752","TemeculaL",14,2,0.105583333333333,0.10475,"X8",0.05025,"PD2+Ca",3
"753","TemeculaL",14,2,0.105583333333333,0.10475,"X9",0.04725,"PD2+Ca",3
"754","TemeculaL",14,2,0.105583333333333,0.10475,"X10",0.04425,"PD2+Ca",3
"755","TemeculaL",14,2,0.105583333333333,0.10475,"X11",0.04125,"PD2+Ca",3
"756","TemeculaL",14,2,0.105583333333333,0.10475,"X12",0.04025,"PD2+Ca",3
"757","IVIA53872",15,2,0.105583333333333,0.10475,"X1",0.144416666666667,"PD2",3
"758","IVIA53872",15,2,0.105583333333333,0.10475,"X2",0.142416666666667,"PD2",3
"759","IVIA53872",15,2,0.105583333333333,0.10475,"X3",0.153416666666667,"PD2",3
"760","IVIA53872",15,2,0.105583333333333,0.10475,"X4",0.162416666666667,"PD2",3
"761","IVIA53872",15,2,0.105583333333333,0.10475,"X5",0.161416666666667,"PD2",3
"762","IVIA53872",15,2,0.105583333333333,0.10475,"X6",0.167416666666667,"PD2",3
"763","IVIA53872",15,2,0.105583333333333,0.10475,"X7",0.19925,"PD2+Ca",3
"764","IVIA53872",15,2,0.105583333333333,0.10475,"X8",0.20425,"PD2+Ca",3
"765","IVIA53872",15,2,0.105583333333333,0.10475,"X9",0.20225,"PD2+Ca",3
"766","IVIA53872",15,2,0.105583333333333,0.10475,"X10",0.19525,"PD2+Ca",3
"767","IVIA53872",15,2,0.105583333333333,0.10475,"X11",0.18925,"PD2+Ca",3
"768","IVIA53872",15,2,0.105583333333333,0.10475,"X12",0.18725,"PD2+Ca",3
"769","XF3348",16,2,0.105583333333333,0.10475,"X1",0.0404166666666667,"PD2",3
"770","XF3348",16,2,0.105583333333333,0.10475,"X2",0.0354166666666667,"PD2",3
"771","XF3348",16,2,0.105583333333333,0.10475,"X3",0.0524166666666667,"PD2",3
"772","XF3348",16,2,0.105583333333333,0.10475,"X4",0.0554166666666667,"PD2",3
"773","XF3348",16,2,0.105583333333333,0.10475,"X5",0.0574166666666667,"PD2",3
"774","XF3348",16,2,0.105583333333333,0.10475,"X6",0.0624166666666667,"PD2",3
"775","XF3348",16,2,0.105583333333333,0.10475,"X7",0.04425,"PD2+Ca",3
"776","XF3348",16,2,0.105583333333333,0.10475,"X8",0.03925,"PD2+Ca",3
"777","XF3348",16,2,0.105583333333333,0.10475,"X9",0.04025,"PD2+Ca",3
"778","XF3348",16,2,0.105583333333333,0.10475,"X10",0.05225,"PD2+Ca",3
"779","XF3348",16,2,0.105583333333333,0.10475,"X11",0.03825,"PD2+Ca",3
"780","XF3348",16,2,0.105583333333333,0.10475,"X12",0.02825,"PD2+Ca",3
"781","IVIA5901",17,2,0.105583333333333,0.10475,"X1",0.0164166666666667,"PD2",3
"782","IVIA5901",17,2,0.105583333333333,0.10475,"X2",0.0174166666666667,"PD2",3
"783","IVIA5901",17,2,0.105583333333333,0.10475,"X3",0.0174166666666667,"PD2",3
"784","IVIA5901",17,2,0.105583333333333,0.10475,"X4",0.0154166666666667,"PD2",3
"785","IVIA5901",17,2,0.105583333333333,0.10475,"X5",0.0164166666666667,"PD2",3
"786","IVIA5901",17,2,0.105583333333333,0.10475,"X6",0.0164166666666667,"PD2",3
"787","IVIA5901",17,2,0.105583333333333,0.10475,"X7",0.01425,"PD2+Ca",3
"788","IVIA5901",17,2,0.105583333333333,0.10475,"X8",0.01425,"PD2+Ca",3
"789","IVIA5901",17,2,0.105583333333333,0.10475,"X9",0.01425,"PD2+Ca",3
"790","IVIA5901",17,2,0.105583333333333,0.10475,"X10",0.01325,"PD2+Ca",3
"791","IVIA5901",17,2,0.105583333333333,0.10475,"X11",0.01325,"PD2+Ca",3
"792","IVIA5901",17,2,0.105583333333333,0.10475,"X12",0.01325,"PD2+Ca",3
"793","WM1-1",22,3,0.105916666666667,0.105083333333333,"X1",0.00708333333333334,"PD2",3
"794","WM1-1",22,3,0.105916666666667,0.105083333333333,"X2",0.00808333333333335,"PD2",3
"795","WM1-1",22,3,0.105916666666667,0.105083333333333,"X3",0.0100833333333333,"PD2",3
"796","WM1-1",22,3,0.105916666666667,0.105083333333333,"X4",0.00908333333333335,"PD2",3
"797","WM1-1",22,3,0.105916666666667,0.105083333333333,"X5",0.00908333333333335,"PD2",3
"798","WM1-1",22,3,0.105916666666667,0.105083333333333,"X6",0.00908333333333335,"PD2",3
"799","WM1-1",22,3,0.105916666666667,0.105083333333333,"X7",0.0199166666666667,"PD2+Ca",3
"800","WM1-1",22,3,0.105916666666667,0.105083333333333,"X8",0.0209166666666667,"PD2+Ca",3
"801","WM1-1",22,3,0.105916666666667,0.105083333333333,"X9",0.0199166666666667,"PD2+Ca",3
"802","WM1-1",22,3,0.105916666666667,0.105083333333333,"X10",0.0179166666666667,"PD2+Ca",3
"803","WM1-1",22,3,0.105916666666667,0.105083333333333,"X11",0.0169166666666667,"PD2+Ca",3
"804","WM1-1",22,3,0.105916666666667,0.105083333333333,"X12",0.0179166666666667,"PD2+Ca",3
"805","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X1",0.0220833333333333,"PD2",3
"806","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X2",0.0260833333333333,"PD2",3
"807","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X3",0.0370833333333333,"PD2",3
"808","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X4",0.0240833333333333,"PD2",3
"809","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X5",0.0380833333333333,"PD2",3
"810","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X6",0.0210833333333333,"PD2",3
"811","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X7",0.0119166666666667,"PD2+Ca",3
"812","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X8",0.0149166666666667,"PD2+Ca",3
"813","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X9",0.0139166666666667,"PD2+Ca",3
"814","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X10",0.0129166666666667,"PD2+Ca",3
"815","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X11",0.0129166666666667,"PD2+Ca",3
"816","B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X12",0.0159166666666667,"PD2+Ca",3
"817","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X1",0.204083333333333,"PD2",3
"818","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X2",0.199083333333333,"PD2",3
"819","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X3",0.199083333333333,"PD2",3
"820","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X4",0.226083333333333,"PD2",3
"821","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X5",0.232083333333333,"PD2",3
"822","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X6",0.228083333333333,"PD2",3
"823","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X7",0.185916666666667,"PD2+Ca",3
"824","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X8",0.181916666666667,"PD2+Ca",3
"825","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X9",0.188916666666667,"PD2+Ca",3
"826","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X10",0.190916666666667,"PD2+Ca",3
"827","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X11",0.182916666666667,"PD2+Ca",3
"828","TemeculaL",24,3,0.105916666666667,0.105083333333333,"X12",0.188916666666667,"PD2+Ca",3
"829","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X1",0.00808333333333335,"PD2",3
"830","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X2",0.00608333333333334,"PD2",3
"831","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X3",0.00808333333333335,"PD2",3
"832","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X4",0.00908333333333335,"PD2",3
"833","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X5",0.00508333333333334,"PD2",3
"834","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X6",0.0110833333333333,"PD2",3
"835","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X7",0.0119166666666667,"PD2+Ca",3
"836","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X8",0.0189166666666667,"PD2+Ca",3
"837","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X9",0.00391666666666667,"PD2+Ca",3
"838","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X10",0.00491666666666667,"PD2+Ca",3
"839","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X11",0.00491666666666667,"PD2+Ca",3
"840","IVIA53872",25,3,0.105916666666667,0.105083333333333,"X12",0.00591666666666667,"PD2+Ca",3
"841","XF3348",26,3,0.105916666666667,0.105083333333333,"X1",0.0320833333333334,"PD2",3
"842","XF3348",26,3,0.105916666666667,0.105083333333333,"X2",0.0330833333333334,"PD2",3
"843","XF3348",26,3,0.105916666666667,0.105083333333333,"X3",0.0300833333333334,"PD2",3
"844","XF3348",26,3,0.105916666666667,0.105083333333333,"X4",0.0380833333333333,"PD2",3
"845","XF3348",26,3,0.105916666666667,0.105083333333333,"X5",0.0330833333333334,"PD2",3
"846","XF3348",26,3,0.105916666666667,0.105083333333333,"X6",0.0330833333333334,"PD2",3
"847","XF3348",26,3,0.105916666666667,0.105083333333333,"X7",0.0319166666666667,"PD2+Ca",3
"848","XF3348",26,3,0.105916666666667,0.105083333333333,"X8",0.0309166666666667,"PD2+Ca",3
"849","XF3348",26,3,0.105916666666667,0.105083333333333,"X9",0.0309166666666667,"PD2+Ca",3
"850","XF3348",26,3,0.105916666666667,0.105083333333333,"X10",0.0329166666666667,"PD2+Ca",3
"851","XF3348",26,3,0.105916666666667,0.105083333333333,"X11",0.0309166666666667,"PD2+Ca",3
"852","XF3348",26,3,0.105916666666667,0.105083333333333,"X12",0.0379166666666667,"PD2+Ca",3
"853","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X1",0.0140833333333333,"PD2",3
"854","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X2",0.0120833333333333,"PD2",3
"855","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X3",0.0140833333333333,"PD2",3
