"","Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day"
"1138","XF3348",6,1,0.107916666666667,0.107416666666667,"X10",0.0875833333333333,"PD2+Ca",5
"1139","XF3348",6,1,0.107916666666667,0.107416666666667,"X11",0.0825833333333333,"PD2+Ca",5
"1140","XF3348",6,1,0.107916666666667,0.107416666666667,"X12",0.0815833333333333,"PD2+Ca",5
"1141","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X1",0.134083333333333,"PD2",5
"1142","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X2",0.164083333333333,"PD2",5
"1143","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X3",0.173083333333333,"PD2",5
"1144","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X4",0.164083333333333,"PD2",5
"1145","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X5",0.162083333333333,"PD2",5
"1146","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X6",0.150083333333333,"PD2",5
"1147","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X7",0.0865833333333333,"PD2+Ca",5
"1148","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X8",0.0835833333333333,"PD2+Ca",5
"1149","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X9",0.0885833333333333,"PD2+Ca",5
"1150","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X10",0.0715833333333333,"PD2+Ca",5
"1151","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X11",0.0785833333333333,"PD2+Ca",5
"1152","IVIA5901",7,1,0.107916666666667,0.107416666666667,"X12",0.0765833333333333,"PD2+Ca",5
"1153","WM1-1",12,2,0.104583333333333,0.104,"X1",0.0274166666666667,"PD2",5
"1154","WM1-1",12,2,0.104583333333333,0.104,"X2",0.0294166666666667,"PD2",5
"1155","WM1-1",12,2,0.104583333333333,0.104,"X3",0.0284166666666667,"PD2",5
"1156","WM1-1",12,2,0.104583333333333,0.104,"X4",0.0304166666666667,"PD2",5
"1157","WM1-1",12,2,0.104583333333333,0.104,"X5",0.0304166666666667,"PD2",5
"1158","WM1-1",12,2,0.104583333333333,0.104,"X6",0.0224166666666667,"PD2",5
"1159","WM1-1",12,2,0.104583333333333,0.104,"X7",0.023,"PD2+Ca",5
"1160","WM1-1",12,2,0.104583333333333,0.104,"X8",0.021,"PD2+Ca",5
"1161","WM1-1",12,2,0.104583333333333,0.104,"X9",0.027,"PD2+Ca",5
"1162","WM1-1",12,2,0.104583333333333,0.104,"X10",0.021,"PD2+Ca",5
"1163","WM1-1",12,2,0.104583333333333,0.104,"X11",0.024,"PD2+Ca",5
"1164","WM1-1",12,2,0.104583333333333,0.104,"X12",0.025,"PD2+Ca",5
"1165","B3SN17.2",13,2,0.104583333333333,0.104,"X1",0.151416666666667,"PD2",5
"1166","B3SN17.2",13,2,0.104583333333333,0.104,"X2",0.165416666666667,"PD2",5
"1167","B3SN17.2",13,2,0.104583333333333,0.104,"X3",0.157416666666667,"PD2",5
"1168","B3SN17.2",13,2,0.104583333333333,0.104,"X4",0.178416666666667,"PD2",5
"1169","B3SN17.2",13,2,0.104583333333333,0.104,"X5",0.180416666666667,"PD2",5
"1170","B3SN17.2",13,2,0.104583333333333,0.104,"X6",0.168416666666667,"PD2",5
"1171","B3SN17.2",13,2,0.104583333333333,0.104,"X7",0.134,"PD2+Ca",5
"1172","B3SN17.2",13,2,0.104583333333333,0.104,"X8",0.136,"PD2+Ca",5
"1173","B3SN17.2",13,2,0.104583333333333,0.104,"X9",0.142,"PD2+Ca",5
"1174","B3SN17.2",13,2,0.104583333333333,0.104,"X10",0.137,"PD2+Ca",5
"1175","B3SN17.2",13,2,0.104583333333333,0.104,"X11",0.131,"PD2+Ca",5
"1176","B3SN17.2",13,2,0.104583333333333,0.104,"X12",0.131,"PD2+Ca",5
"1177","TemeculaL",14,2,0.104583333333333,0.104,"X1",0.138416666666667,"PD2",5
"1178","TemeculaL",14,2,0.104583333333333,0.104,"X2",0.143416666666667,"PD2",5
"1179","TemeculaL",14,2,0.104583333333333,0.104,"X3",0.142416666666667,"PD2",5
"1180","TemeculaL",14,2,0.104583333333333,0.104,"X4",0.149416666666667,"PD2",5
"1181","TemeculaL",14,2,0.104583333333333,0.104,"X5",0.137416666666667,"PD2",5
"1182","TemeculaL",14,2,0.104583333333333,0.104,"X6",0.126416666666667,"PD2",5
"1183","TemeculaL",14,2,0.104583333333333,0.104,"X7",0.149,"PD2+Ca",5
"1184","TemeculaL",14,2,0.104583333333333,0.104,"X8",0.147,"PD2+Ca",5
"1185","TemeculaL",14,2,0.104583333333333,0.104,"X9",0.137,"PD2+Ca",5
"1186","TemeculaL",14,2,0.104583333333333,0.104,"X10",0.127,"PD2+Ca",5
"1187","TemeculaL",14,2,0.104583333333333,0.104,"X11",0.128,"PD2+Ca",5
"1188","TemeculaL",14,2,0.104583333333333,0.104,"X12",0.13,"PD2+Ca",5
"1189","IVIA53872",15,2,0.104583333333333,0.104,"X1",0.300416666666667,"PD2",5
"1190","IVIA53872",15,2,0.104583333333333,0.104,"X2",0.294416666666667,"PD2",5
"1191","IVIA53872",15,2,0.104583333333333,0.104,"X3",0.298416666666667,"PD2",5
"1192","IVIA53872",15,2,0.104583333333333,0.104,"X4",0.320416666666667,"PD2",5
"1193","IVIA53872",15,2,0.104583333333333,0.104,"X5",0.302416666666667,"PD2",5
"1194","IVIA53872",15,2,0.104583333333333,0.104,"X6",0.328416666666667,"PD2",5
"1195","IVIA53872",15,2,0.104583333333333,0.104,"X7",0.286,"PD2+Ca",5
"1196","IVIA53872",15,2,0.104583333333333,0.104,"X8",0.286,"PD2+Ca",5
"1197","IVIA53872",15,2,0.104583333333333,0.104,"X9",0.291,"PD2+Ca",5
"1198","IVIA53872",15,2,0.104583333333333,0.104,"X10",0.292,"PD2+Ca",5
"1199","IVIA53872",15,2,0.104583333333333,0.104,"X11",0.265,"PD2+Ca",5
"1200","IVIA53872",15,2,0.104583333333333,0.104,"X12",0.25,"PD2+Ca",5
"1201","XF3348",16,2,0.104583333333333,0.104,"X1",0.0794166666666667,"PD2",5
"1202","XF3348",16,2,0.104583333333333,0.104,"X2",0.0724166666666667,"PD2",5
"1203","XF3348",16,2,0.104583333333333,0.104,"X3",0.0814166666666667,"PD2",5
"1204","XF3348",16,2,0.104583333333333,0.104,"X4",0.0824166666666667,"PD2",5
"1205","XF3348",16,2,0.104583333333333,0.104,"X5",0.0854166666666667,"PD2",5
"1206","XF3348",16,2,0.104583333333333,0.104,"X6",0.0894166666666667,"PD2",5
"1207","XF3348",16,2,0.104583333333333,0.104,"X7",0.081,"PD2+Ca",5
"1208","XF3348",16,2,0.104583333333333,0.104,"X8",0.075,"PD2+Ca",5
"1209","XF3348",16,2,0.104583333333333,0.104,"X9",0.081,"PD2+Ca",5
"1210","XF3348",16,2,0.104583333333333,0.104,"X10",0.092,"PD2+Ca",5
"1211","XF3348",16,2,0.104583333333333,0.104,"X11",0.087,"PD2+Ca",5
"1212","XF3348",16,2,0.104583333333333,0.104,"X12",0.078,"PD2+Ca",5
"1213","IVIA5901",17,2,0.104583333333333,0.104,"X1",0.152416666666667,"PD2",5
"1214","IVIA5901",17,2,0.104583333333333,0.104,"X2",0.150416666666667,"PD2",5
"1215","IVIA5901",17,2,0.104583333333333,0.104,"X3",0.157416666666667,"PD2",5
"1216","IVIA5901",17,2,0.104583333333333,0.104,"X4",0.123416666666667,"PD2",5
"1217","IVIA5901",17,2,0.104583333333333,0.104,"X5",0.147416666666667,"PD2",5
"1218","IVIA5901",17,2,0.104583333333333,0.104,"X6",0.145416666666667,"PD2",5
"1219","IVIA5901",17,2,0.104583333333333,0.104,"X7",0.095,"PD2+Ca",5
"1220","IVIA5901",17,2,0.104583333333333,0.104,"X8",0.09,"PD2+Ca",5
"1221","IVIA5901",17,2,0.104583333333333,0.104,"X9",0.085,"PD2+Ca",5
"1222","IVIA5901",17,2,0.104583333333333,0.104,"X10",0.079,"PD2+Ca",5
"1223","IVIA5901",17,2,0.104583333333333,0.104,"X11",0.074,"PD2+Ca",5
"1224","IVIA5901",17,2,0.104583333333333,0.104,"X12",0.08,"PD2+Ca",5
"1225","WM1-1",22,3,0.1085,0.105416666666667,"X1",0.0335,"PD2",5
"1226","WM1-1",22,3,0.1085,0.105416666666667,"X2",0.0405,"PD2",5
"1227","WM1-1",22,3,0.1085,0.105416666666667,"X3",0.0355,"PD2",5
"1228","WM1-1",22,3,0.1085,0.105416666666667,"X4",0.0385,"PD2",5
"1229","WM1-1",22,3,0.1085,0.105416666666667,"X5",0.0385,"PD2",5
"1230","WM1-1",22,3,0.1085,0.105416666666667,"X6",0.0345,"PD2",5
"1231","WM1-1",22,3,0.1085,0.105416666666667,"X7",0.0255833333333333,"PD2+Ca",5
"1232","WM1-1",22,3,0.1085,0.105416666666667,"X8",0.0215833333333333,"PD2+Ca",5
"1233","WM1-1",22,3,0.1085,0.105416666666667,"X9",0.0245833333333333,"PD2+Ca",5
"1234","WM1-1",22,3,0.1085,0.105416666666667,"X10",0.0225833333333333,"PD2+Ca",5
"1235","WM1-1",22,3,0.1085,0.105416666666667,"X11",0.0335833333333334,"PD2+Ca",5
"1236","WM1-1",22,3,0.1085,0.105416666666667,"X12",0.0245833333333333,"PD2+Ca",5
"1237","B3SN17.2",23,3,0.1085,0.105416666666667,"X1",0.1335,"PD2",5
"1238","B3SN17.2",23,3,0.1085,0.105416666666667,"X2",0.1455,"PD2",5
"1239","B3SN17.2",23,3,0.1085,0.105416666666667,"X3",0.1515,"PD2",5
"1240","B3SN17.2",23,3,0.1085,0.105416666666667,"X4",0.1675,"PD2",5
"1241","B3SN17.2",23,3,0.1085,0.105416666666667,"X5",0.1715,"PD2",5
"1242","B3SN17.2",23,3,0.1085,0.105416666666667,"X6",0.1735,"PD2",5
"1243","B3SN17.2",23,3,0.1085,0.105416666666667,"X7",0.132583333333333,"PD2+Ca",5
"1244","B3SN17.2",23,3,0.1085,0.105416666666667,"X8",0.127583333333333,"PD2+Ca",5
"1245","B3SN17.2",23,3,0.1085,0.105416666666667,"X9",0.134583333333333,"PD2+Ca",5
"1246","B3SN17.2",23,3,0.1085,0.105416666666667,"X10",0.148583333333333,"PD2+Ca",5
"1247","B3SN17.2",23,3,0.1085,0.105416666666667,"X11",0.133583333333333,"PD2+Ca",5
"1248","B3SN17.2",23,3,0.1085,0.105416666666667,"X12",0.138583333333333,"PD2+Ca",5
"1249","TemeculaL",24,3,0.1085,0.105416666666667,"X1",0.1215,"PD2",5
"1250","TemeculaL",24,3,0.1085,0.105416666666667,"X2",0.1485,"PD2",5
"1251","TemeculaL",24,3,0.1085,0.105416666666667,"X3",0.1525,"PD2",5
"1252","TemeculaL",24,3,0.1085,0.105416666666667,"X4",0.1475,"PD2",5
"1253","TemeculaL",24,3,0.1085,0.105416666666667,"X5",0.1405,"PD2",5
"1254","TemeculaL",24,3,0.1085,0.105416666666667,"X6",0.1395,"PD2",5
"1255","TemeculaL",24,3,0.1085,0.105416666666667,"X7",0.142583333333333,"PD2+Ca",5
"1256","TemeculaL",24,3,0.1085,0.105416666666667,"X8",0.156583333333333,"PD2+Ca",5
"1257","TemeculaL",24,3,0.1085,0.105416666666667,"X9",0.136583333333333,"PD2+Ca",5
"1258","TemeculaL",24,3,0.1085,0.105416666666667,"X10",0.133583333333333,"PD2+Ca",5
"1259","TemeculaL",24,3,0.1085,0.105416666666667,"X11",0.126583333333333,"PD2+Ca",5
"1260","TemeculaL",24,3,0.1085,0.105416666666667,"X12",0.119583333333333,"PD2+Ca",5
"1261","IVIA53872",25,3,0.1085,0.105416666666667,"X1",0.3015,"PD2",5
"1262","IVIA53872",25,3,0.1085,0.105416666666667,"X2",0.3105,"PD2",5
"1263","IVIA53872",25,3,0.1085,0.105416666666667,"X3",0.3155,"PD2",5
"1264","IVIA53872",25,3,0.1085,0.105416666666667,"X4",0.3105,"PD2",5
"1265","IVIA53872",25,3,0.1085,0.105416666666667,"X5",0.3085,"PD2",5
"1266","IVIA53872",25,3,0.1085,0.105416666666667,"X6",0.3015,"PD2",5
"1267","IVIA53872",25,3,0.1085,0.105416666666667,"X7",0.278583333333333,"PD2+Ca",5
"1268","IVIA53872",25,3,0.1085,0.105416666666667,"X8",0.288583333333333,"PD2+Ca",5
"1269","IVIA53872",25,3,0.1085,0.105416666666667,"X9",0.307583333333333,"PD2+Ca",5
"1270","IVIA53872",25,3,0.1085,0.105416666666667,"X10",0.274583333333333,"PD2+Ca",5
"1271","IVIA53872",25,3,0.1085,0.105416666666667,"X11",0.253583333333333,"PD2+Ca",5
"1272","IVIA53872",25,3,0.1085,0.105416666666667,"X12",0.261583333333333,"PD2+Ca",5
"1273","XF3348",26,3,0.1085,0.105416666666667,"X1",0.0645,"PD2",5
"1274","XF3348",26,3,0.1085,0.105416666666667,"X2",0.0735,"PD2",5
"1275","XF3348",26,3,0.1085,0.105416666666667,"X3",0.0715,"PD2",5
"1276","XF3348",26,3,0.1085,0.105416666666667,"X4",0.0705,"PD2",5
"1277","XF3348",26,3,0.1085,0.105416666666667,"X5",0.0795,"PD2",5
"1278","XF3348",26,3,0.1085,0.105416666666667,"X6",0.0635,"PD2",5
"1279","XF3348",26,3,0.1085,0.105416666666667,"X7",0.0715833333333333,"PD2+Ca",5
"1280","XF3348",26,3,0.1085,0.105416666666667,"X8",0.0725833333333333,"PD2+Ca",5
"1281","XF3348",26,3,0.1085,0.105416666666667,"X9",0.0805833333333333,"PD2+Ca",5
"1282","XF3348",26,3,0.1085,0.105416666666667,"X10",0.0795833333333333,"PD2+Ca",5
"1283","XF3348",26,3,0.1085,0.105416666666667,"X11",0.0785833333333333,"PD2+Ca",5
"1284","XF3348",26,3,0.1085,0.105416666666667,"X12",0.0955833333333334,"PD2+Ca",5
"1285","IVIA5901",27,3,0.1085,0.105416666666667,"X1",0.1645,"PD2",5
"1286","IVIA5901",27,3,0.1085,0.105416666666667,"X2",0.1435,"PD2",5
"1287","IVIA5901",27,3,0.1085,0.105416666666667,"X3",0.1575,"PD2",5
"1288","IVIA5901",27,3,0.1085,0.105416666666667,"X4",0.1545,"PD2",5
"1289","IVIA5901",27,3,0.1085,0.105416666666667,"X5",0.1395,"PD2",5
"1290","IVIA5901",27,3,0.1085,0.105416666666667,"X6",0.1385,"PD2",5
"1291","IVIA5901",27,3,0.1085,0.105416666666667,"X7",0.103583333333333,"PD2+Ca",5
"1292","IVIA5901",27,3,0.1085,0.105416666666667,"X8",0.105583333333333,"PD2+Ca",5
"1293","IVIA5901",27,3,0.1085,0.105416666666667,"X9",0.106583333333333,"PD2+Ca",5
"1294","IVIA5901",27,3,0.1085,0.105416666666667,"X10",0.0885833333333333,"PD2+Ca",5
"1295","IVIA5901",27,3,0.1085,0.105416666666667,"X11",0.0835833333333333,"PD2+Ca",5
"1296","IVIA5901",27,3,0.1085,0.105416666666667,"X12",0.0785833333333333,"PD2+Ca",5
"1297","WM1-1",2,1,0.1075,0.107,"X1",0.0235,"PD2",6
"1298","WM1-1",2,1,0.1075,0.107,"X2",0.0305,"PD2",6
"1299","WM1-1",2,1,0.1075,0.107,"X3",0.0255,"PD2",6
"1300","WM1-1",2,1,0.1075,0.107,"X4",0.0315,"PD2",6
"1301","WM1-1",2,1,0.1075,0.107,"X5",0.0275,"PD2",6
"1302","WM1-1",2,1,0.1075,0.107,"X6",0.0275,"PD2",6
"1303","WM1-1",2,1,0.1075,0.107,"X7",-0.003,"PD2+Ca",6
"1304","WM1-1",2,1,0.1075,0.107,"X8",0.024,"PD2+Ca",6
"1305","WM1-1",2,1,0.1075,0.107,"X9",0.025,"PD2+Ca",6
"1306","WM1-1",2,1,0.1075,0.107,"X10",0.035,"PD2+Ca",6
"1307","WM1-1",2,1,0.1075,0.107,"X11",0.024,"PD2+Ca",6
"1308","WM1-1",2,1,0.1075,0.107,"X12",0.023,"PD2+Ca",6
"1309","B3SN17.2",3,1,0.1075,0.107,"X1",0.1215,"PD2",6
"1310","B3SN17.2",3,1,0.1075,0.107,"X2",0.1375,"PD2",6
"1311","B3SN17.2",3,1,0.1075,0.107,"X3",0.1385,"PD2",6
"1312","B3SN17.2",3,1,0.1075,0.107,"X4",0.1305,"PD2",6
"1313","B3SN17.2",3,1,0.1075,0.107,"X5",0.1595,"PD2",6
"1314","B3SN17.2",3,1,0.1075,0.107,"X6",0.1445,"PD2",6
"1315","B3SN17.2",3,1,0.1075,0.107,"X7",0.153,"PD2+Ca",6
"1316","B3SN17.2",3,1,0.1075,0.107,"X8",0.141,"PD2+Ca",6
"1317","B3SN17.2",3,1,0.1075,0.107,"X9",0.146,"PD2+Ca",6
"1318","B3SN17.2",3,1,0.1075,0.107,"X10",0.152,"PD2+Ca",6
"1319","B3SN17.2",3,1,0.1075,0.107,"X11",0.148,"PD2+Ca",6
"1320","B3SN17.2",3,1,0.1075,0.107,"X12",0.154,"PD2+Ca",6
"1321","TemeculaL",4,1,0.1075,0.107,"X1",0.1375,"PD2",6
"1322","TemeculaL",4,1,0.1075,0.107,"X2",0.1515,"PD2",6
"1323","TemeculaL",4,1,0.1075,0.107,"X3",0.1525,"PD2",6
"1324","TemeculaL",4,1,0.1075,0.107,"X4",0.1555,"PD2",6
"1325","TemeculaL",4,1,0.1075,0.107,"X5",0.1545,"PD2",6
"1326","TemeculaL",4,1,0.1075,0.107,"X6",0.1395,"PD2",6
"1327","TemeculaL",4,1,0.1075,0.107,"X7",0.172,"PD2+Ca",6
"1328","TemeculaL",4,1,0.1075,0.107,"X8",0.161,"PD2+Ca",6
"1329","TemeculaL",4,1,0.1075,0.107,"X9",0.156,"PD2+Ca",6
"1330","TemeculaL",4,1,0.1075,0.107,"X10",0.159,"PD2+Ca",6
"1331","TemeculaL",4,1,0.1075,0.107,"X11",0.164,"PD2+Ca",6
"1332","TemeculaL",4,1,0.1075,0.107,"X12",0.175,"PD2+Ca",6
"1333","IVIA53872",5,1,0.1075,0.107,"X1",0.2665,"PD2",6
"1334","IVIA53872",5,1,0.1075,0.107,"X2",0.2635,"PD2",6
"1335","IVIA53872",5,1,0.1075,0.107,"X3",0.2805,"PD2",6
"1336","IVIA53872",5,1,0.1075,0.107,"X4",0.2965,"PD2",6
"1337","IVIA53872",5,1,0.1075,0.107,"X5",0.2985,"PD2",6
"1338","IVIA53872",5,1,0.1075,0.107,"X6",0.2895,"PD2",6
"1339","IVIA53872",5,1,0.1075,0.107,"X7",0.294,"PD2+Ca",6
"1340","IVIA53872",5,1,0.1075,0.107,"X8",0.278,"PD2+Ca",6
"1341","IVIA53872",5,1,0.1075,0.107,"X9",0.256,"PD2+Ca",6
"1342","IVIA53872",5,1,0.1075,0.107,"X10",0.286,"PD2+Ca",6
"1343","IVIA53872",5,1,0.1075,0.107,"X11",0.25,"PD2+Ca",6
"1344","IVIA53872",5,1,0.1075,0.107,"X12",0.267,"PD2+Ca",6
"1345","XF3348",6,1,0.1075,0.107,"X1",0.0935,"PD2",6
"1346","XF3348",6,1,0.1075,0.107,"X2",0.0945,"PD2",6
"1347","XF3348",6,1,0.1075,0.107,"X3",0.0825,"PD2",6
"1348","XF3348",6,1,0.1075,0.107,"X4",0.1005,"PD2",6
"1349","XF3348",6,1,0.1075,0.107,"X5",0.0825,"PD2",6
"1350","XF3348",6,1,0.1075,0.107,"X6",0.0935,"PD2",6
"1351","XF3348",6,1,0.1075,0.107,"X7",0.107,"PD2+Ca",6
"1352","XF3348",6,1,0.1075,0.107,"X8",0.101,"PD2+Ca",6
"1353","XF3348",6,1,0.1075,0.107,"X9",0.12,"PD2+Ca",6
"1354","XF3348",6,1,0.1075,0.107,"X10",0.112,"PD2+Ca",6
"1355","XF3348",6,1,0.1075,0.107,"X11",0.107,"PD2+Ca",6
"1356","XF3348",6,1,0.1075,0.107,"X12",0.105,"PD2+Ca",6
"1357","IVIA5901",7,1,0.1075,0.107,"X1",0.1955,"PD2",6
"1358","IVIA5901",7,1,0.1075,0.107,"X2",0.2135,"PD2",6
"1359","IVIA5901",7,1,0.1075,0.107,"X3",0.2245,"PD2",6
"1360","IVIA5901",7,1,0.1075,0.107,"X4",0.2165,"PD2",6
"1361","IVIA5901",7,1,0.1075,0.107,"X5",0.2255,"PD2",6
"1362","IVIA5901",7,1,0.1075,0.107,"X6",0.1935,"PD2",6
"1363","IVIA5901",7,1,0.1075,0.107,"X7",0.197,"PD2+Ca",6
"1364","IVIA5901",7,1,0.1075,0.107,"X8",0.2,"PD2+Ca",6
"1365","IVIA5901",7,1,0.1075,0.107,"X9",0.2,"PD2+Ca",6
"1366","IVIA5901",7,1,0.1075,0.107,"X10",0.179,"PD2+Ca",6
"1367","IVIA5901",7,1,0.1075,0.107,"X11",0.178,"PD2+Ca",6
"1368","IVIA5901",7,1,0.1075,0.107,"X12",0.185,"PD2+Ca",6
"1369","WM1-1",12,2,0.103833333333333,0.1035,"X1",0.0361666666666667,"PD2",6
"1370","WM1-1",12,2,0.103833333333333,0.1035,"X2",0.0331666666666667,"PD2",6
"1371","WM1-1",12,2,0.103833333333333,0.1035,"X3",0.0331666666666667,"PD2",6
"1372","WM1-1",12,2,0.103833333333333,0.1035,"X4",0.0341666666666667,"PD2",6
"1373","WM1-1",12,2,0.103833333333333,0.1035,"X5",0.0341666666666667,"PD2",6
"1374","WM1-1",12,2,0.103833333333333,0.1035,"X6",0.0271666666666667,"PD2",6
"1375","WM1-1",12,2,0.103833333333333,0.1035,"X7",0.0325,"PD2+Ca",6
"1376","WM1-1",12,2,0.103833333333333,0.1035,"X8",0.0315,"PD2+Ca",6
"1377","WM1-1",12,2,0.103833333333333,0.1035,"X9",0.0355,"PD2+Ca",6
"1378","WM1-1",12,2,0.103833333333333,0.1035,"X10",0.0295,"PD2+Ca",6
"1379","WM1-1",12,2,0.103833333333333,0.1035,"X11",0.0325,"PD2+Ca",6
"1380","WM1-1",12,2,0.103833333333333,0.1035,"X12",0.0345,"PD2+Ca",6
"1381","B3SN17.2",13,2,0.103833333333333,0.1035,"X1",0.149166666666667,"PD2",6
"1382","B3SN17.2",13,2,0.103833333333333,0.1035,"X2",0.160166666666667,"PD2",6
"1383","B3SN17.2",13,2,0.103833333333333,0.1035,"X3",0.151166666666667,"PD2",6
"1384","B3SN17.2",13,2,0.103833333333333,0.1035,"X4",0.166166666666667,"PD2",6
"1385","B3SN17.2",13,2,0.103833333333333,0.1035,"X5",0.168166666666667,"PD2",6
"1386","B3SN17.2",13,2,0.103833333333333,0.1035,"X6",0.165166666666667,"PD2",6
"1387","B3SN17.2",13,2,0.103833333333333,0.1035,"X7",0.1475,"PD2+Ca",6
"1388","B3SN17.2",13,2,0.103833333333333,0.1035,"X8",0.1495,"PD2+Ca",6
"1389","B3SN17.2",13,2,0.103833333333333,0.1035,"X9",0.1575,"PD2+Ca",6
"1390","B3SN17.2",13,2,0.103833333333333,0.1035,"X10",0.1525,"PD2+Ca",6
"1391","B3SN17.2",13,2,0.103833333333333,0.1035,"X11",0.1495,"PD2+Ca",6
"1392","B3SN17.2",13,2,0.103833333333333,0.1035,"X12",0.1505,"PD2+Ca",6
"1393","TemeculaL",14,2,0.103833333333333,0.1035,"X1",0.137166666666667,"PD2",6
"1394","TemeculaL",14,2,0.103833333333333,0.1035,"X2",0.140166666666667,"PD2",6
"1395","TemeculaL",14,2,0.103833333333333,0.1035,"X3",0.144166666666667,"PD2",6
"1396","TemeculaL",14,2,0.103833333333333,0.1035,"X4",0.142166666666667,"PD2",6
"1397","TemeculaL",14,2,0.103833333333333,0.1035,"X5",0.125166666666667,"PD2",6
"1398","TemeculaL",14,2,0.103833333333333,0.1035,"X6",0.129166666666667,"PD2",6
"1399","TemeculaL",14,2,0.103833333333333,0.1035,"X7",0.1795,"PD2+Ca",6
"1400","TemeculaL",14,2,0.103833333333333,0.1035,"X8",0.1775,"PD2+Ca",6
"1401","TemeculaL",14,2,0.103833333333333,0.1035,"X9",0.1855,"PD2+Ca",6
"1402","TemeculaL",14,2,0.103833333333333,0.1035,"X10",0.1795,"PD2+Ca",6
"1403","TemeculaL",14,2,0.103833333333333,0.1035,"X11",0.1705,"PD2+Ca",6
"1404","TemeculaL",14,2,0.103833333333333,0.1035,"X12",0.1615,"PD2+Ca",6
"1405","IVIA53872",15,2,0.103833333333333,0.1035,"X1",0.293166666666667,"PD2",6
"1406","IVIA53872",15,2,0.103833333333333,0.1035,"X2",0.286166666666667,"PD2",6
"1407","IVIA53872",15,2,0.103833333333333,0.1035,"X3",0.288166666666667,"PD2",6
"1408","IVIA53872",15,2,0.103833333333333,0.1035,"X4",0.307166666666667,"PD2",6
"1409","IVIA53872",15,2,0.103833333333333,0.1035,"X5",0.295166666666667,"PD2",6
"1410","IVIA53872",15,2,0.103833333333333,0.1035,"X6",0.310166666666667,"PD2",6
"1411","IVIA53872",15,2,0.103833333333333,0.1035,"X7",0.3035,"PD2+Ca",6
"1412","IVIA53872",15,2,0.103833333333333,0.1035,"X8",0.3005,"PD2+Ca",6
"1413","IVIA53872",15,2,0.103833333333333,0.1035,"X9",0.3065,"PD2+Ca",6
"1414","IVIA53872",15,2,0.103833333333333,0.1035,"X10",0.2995,"PD2+Ca",6
"1415","IVIA53872",15,2,0.103833333333333,0.1035,"X11",0.2785,"PD2+Ca",6
"1416","IVIA53872",15,2,0.103833333333333,0.1035,"X12",0.2625,"PD2+Ca",6
"1417","XF3348",16,2,0.103833333333333,0.1035,"X1",0.0981666666666667,"PD2",6
"1418","XF3348",16,2,0.103833333333333,0.1035,"X2",0.0921666666666667,"PD2",6
"1419","XF3348",16,2,0.103833333333333,0.1035,"X3",0.0991666666666667,"PD2",6
"1420","XF3348",16,2,0.103833333333333,0.1035,"X4",0.100166666666667,"PD2",6
"1421","XF3348",16,2,0.103833333333333,0.1035,"X5",0.0971666666666667,"PD2",6
"1422","XF3348",16,2,0.103833333333333,0.1035,"X6",0.102166666666667,"PD2",6
"1423","XF3348",16,2,0.103833333333333,0.1035,"X7",0.1055,"PD2+Ca",6
"1424","XF3348",16,2,0.103833333333333,0.1035,"X8",0.0945,"PD2+Ca",6
"1425","XF3348",16,2,0.103833333333333,0.1035,"X9",0.0985,"PD2+Ca",6
"1426","XF3348",16,2,0.103833333333333,0.1035,"X10",0.1085,"PD2+Ca",6
"1427","XF3348",16,2,0.103833333333333,0.1035,"X11",0.1055,"PD2+Ca",6
"1428","XF3348",16,2,0.103833333333333,0.1035,"X12",0.0985,"PD2+Ca",6
"1429","IVIA5901",17,2,0.103833333333333,0.1035,"X1",0.203166666666667,"PD2",6
"1430","IVIA5901",17,2,0.103833333333333,0.1035,"X2",0.198166666666667,"PD2",6
"1431","IVIA5901",17,2,0.103833333333333,0.1035,"X3",0.209166666666667,"PD2",6
"1432","IVIA5901",17,2,0.103833333333333,0.1035,"X4",0.172166666666667,"PD2",6
"1433","IVIA5901",17,2,0.103833333333333,0.1035,"X5",0.200166666666667,"PD2",6
"1434","IVIA5901",17,2,0.103833333333333,0.1035,"X6",0.197166666666667,"PD2",6
"1435","IVIA5901",17,2,0.103833333333333,0.1035,"X7",0.1725,"PD2+Ca",6
"1436","IVIA5901",17,2,0.103833333333333,0.1035,"X8",0.1645,"PD2+Ca",6
"1437","IVIA5901",17,2,0.103833333333333,0.1035,"X9",0.1615,"PD2+Ca",6
"1438","IVIA5901",17,2,0.103833333333333,0.1035,"X10",0.1425,"PD2+Ca",6
"1439","IVIA5901",17,2,0.103833333333333,0.1035,"X11",0.1415,"PD2+Ca",6
"1440","IVIA5901",17,2,0.103833333333333,0.1035,"X12",0.1725,"PD2+Ca",6
"1441","WM1-1",22,3,0.107833333333333,0.106083333333333,"X1",0.268166666666667,"PD2",6
